subregions,years,animal_price,year_id,subregion_id
Southern Europe,1981-1986,218.19,3,1
Western Europe,1981-1986,329.8,3,4
Northern Europe,1981-1986,391.74,3,2
Northern Europe,1981-1986,55.62,3,2
,1981-1986,209.08,3,5
Western Europe,1981-1986,121.3,3,4
,1981-1986,187.97,3,5
Western Europe,1981-1986,249.46,3,4
Western Europe,1981-1986,121.41,3,4
,1981-1986,182.0,3,5
Western Europe,1981-1986,176.18,3,4
Southern Europe,1981-1986,124.8,3,1
Northern Europe,1981-1986,102.4,3,2
Southern Europe,1981-1986,93.23,3,1
Western Europe,1981-1986,191.12,3,4
Western Europe,1981-1986,190.65,3,4
Southern Europe,1981-1986,194.15,3,1
Western Europe,1981-1986,189.3,3,4
Southern Europe,1981-1986,231.12,3,1
Southern Europe,1981-1986,307.28,3,1
Northern Europe,1981-1986,168.6,3,2
Southern Europe,1981-1986,33.95,3,1
Western Europe,1981-1986,180.12,3,4
Northern Europe,1981-1986,33.33,3,2
Western Europe,1981-1986,178.54,3,4
Western Europe,1981-1986,164.5,3,4
Northern Europe,1981-1986,62.07,3,2
Southern Europe,1981-1986,299.55,3,1
Southern Europe,1981-1986,220.19,3,1
Southern Europe,1981-1986,61.88,3,1
,1981-1986,173.64,3,5
,1981-1986,167.26,3,5
Western Europe,1981-1986,171.97,3,4
Southern Europe,1981-1986,277.01,3,1
Southern Europe,1981-1986,305.82,3,1
Western Europe,1981-1986,50.1,3,4
Western Europe,1981-1986,224.28,3,4
Northern Europe,1981-1986,161.5,3,2
,1981-1986,46.96,3,5
Northern Europe,1981-1986,147.15,3,2
Southern Europe,1981-1986,255.55,3,1
Western Europe,1981-1986,42.43,3,4
Western Europe,1981-1986,321.16,3,4
Northern Europe,1981-1986,6.56,3,2
Western Europe,1981-1986,245.42,3,4
,1981-1986,138.59,3,5
Western Europe,1981-1986,343.07,3,4
Western Europe,1981-1986,184.02,3,4
Southern Europe,1981-1986,217.53,3,1
Southern Europe,1981-1986,225.96,3,1
,1981-1986,250.78,3,5
Northern Europe,1981-1986,120.84,3,2
Western Europe,1981-1986,434.7,3,4
,1981-1986,165.67,3,5
Southern Europe,1981-1986,130.65,3,1
Southern Europe,1981-1986,119.89,3,1
Southern Europe,1981-1986,334.02,3,1
Western Europe,1981-1986,170.57,3,4
Western Europe,1981-1986,404.89,3,4
Southern Europe,1981-1986,444.96,3,1
Western Europe,1981-1986,85.3,3,4
Western Europe,1981-1986,141.94,3,4
Western Europe,1981-1986,121.39,3,4
Northern Europe,1981-1986,173.22,3,2
Western Europe,1981-1986,5.38,3,4
Northern Europe,1981-1986,320.0,3,2
Western Europe,1981-1986,135.99,3,4
Western Europe,1981-1986,166.64,3,4
Southern Europe,1981-1986,7.29,3,1
Northern Europe,1981-1986,107.62,3,2
Western Europe,1981-1986,261.61,3,4
Southern Europe,1981-1986,145.87,3,1
,1981-1986,4.86,3,5
Northern Europe,1981-1986,141.42,3,2
Southern Europe,1981-1986,7.3,3,1
Western Europe,1981-1986,121.22,3,4
Western Europe,1981-1986,176.81,3,4
Southern Europe,1981-1986,119.23,3,1
Northern Europe,1981-1986,183.23,3,2
Northern Europe,1981-1986,76.22,3,2
Western Europe,1981-1986,351.86,3,4
Southern Europe,1981-1986,180.8,3,1
Southern Europe,1981-1986,207.04,3,1
Southern Europe,1981-1986,262.57,3,1
Western Europe,1981-1986,262.59,3,4
Southern Europe,1981-1986,261.33,3,1
Western Europe,1981-1986,109.99,3,4
Western Europe,1981-1986,319.84,3,4
Southern Europe,1981-1986,317.69,3,1
Northern Europe,1981-1986,164.66,3,2
Northern Europe,1981-1986,126.17,3,2
Western Europe,1981-1986,116.02,3,4
Northern Europe,1981-1986,176.75,3,2
Northern Europe,1981-1986,234.07,3,2
Western Europe,1981-1986,6.61,3,4
Western Europe,1981-1986,160.35,3,4
Northern Europe,1981-1986,348.56,3,2
Southern Europe,1981-1986,652.58,3,1
Southern Europe,1981-1986,457.82,3,1
Southern Europe,1981-1986,233.96,3,1
Southern Europe,1981-1986,652.52,3,1
Southern Europe,1981-1986,35.22,3,1
,1981-1986,236.96,3,5
Western Europe,1981-1986,185.6,3,4
Northern Europe,1981-1986,153.51,3,2
,1981-1986,300.68,3,5
Northern Europe,1981-1986,829.88,3,2
Western Europe,1981-1986,94.47,3,4
,1981-1986,27.65,3,5
Southern Europe,1981-1986,1074.84,3,1
Northern Europe,1981-1986,875.2,3,2
Southern Europe,1981-1986,168.41,3,1
Western Europe,1981-1986,298.6,3,4
Northern Europe,1981-1986,364.19,3,2
,1981-1986,278.37,3,5
Western Europe,1981-1986,124.03,3,4
Western Europe,1981-1986,187.74,3,4
Northern Europe,1981-1986,235.34,3,2
Western Europe,1981-1986,238.06,3,4
Northern Europe,1981-1986,392.4,3,2
Western Europe,1981-1986,117.69,3,4
Western Europe,1981-1986,23.93,3,4
Southern Europe,1981-1986,104.61,3,1
Southern Europe,1981-1986,219.78,3,1
Southern Europe,1981-1986,157.03,3,1
Western Europe,1981-1986,57.98,3,4
Southern Europe,1981-1986,113.6,3,1
Western Europe,1981-1986,143.19,3,4
Western Europe,1981-1986,228.77,3,4
,1981-1986,88.41,3,5
Southern Europe,1981-1986,571.48,3,1
Western Europe,1981-1986,167.63,3,4
Northern Europe,1981-1986,24.01,3,2
Northern Europe,1981-1986,636.3,3,2
Western Europe,1981-1986,114.99,3,4
Northern Europe,1981-1986,141.18,3,2
Southern Europe,1981-1986,101.12,3,1
Western Europe,1981-1986,27.06,3,4
,1981-1986,307.84,3,5
Southern Europe,1981-1986,613.85,3,1
Southern Europe,1981-1986,393.58,3,1
Northern Europe,1981-1986,74.86,3,2
Southern Europe,1981-1986,429.14,3,1
Western Europe,1981-1986,260.82,3,4
Southern Europe,1981-1986,1035.92,3,1
Northern Europe,1981-1986,22.83,3,2
Western Europe,1981-1986,193.64,3,4
,1981-1986,189.96,3,5
Southern Europe,1981-1986,910.27,3,1
Northern Europe,1981-1986,243.44,3,2
Southern Europe,1981-1986,439.24,3,1
Western Europe,1981-1986,26.05,3,4
Northern Europe,1981-1986,381.56,3,2
Western Europe,1981-1986,182.53,3,4
Southern Europe,1981-1986,29.34,3,1
Southern Europe,1981-1986,129.53,3,1
Western Europe,1981-1986,289.27,3,4
Western Europe,1981-1986,161.18,3,4
Northern Europe,1981-1986,27.56,3,2
Western Europe,1981-1986,590.21,3,4
Northern Europe,1981-1986,358.42,3,2
Southern Europe,1981-1986,227.84,3,1
Western Europe,1981-1986,24.65,3,4
Western Europe,1981-1986,286.13,3,4
,1981-1986,483.07,3,5
Southern Europe,1981-1986,932.33,3,1
Western Europe,1981-1986,92.53,3,4
Western Europe,1981-1986,150.42,3,4
Southern Europe,1981-1986,34.0,3,1
Northern Europe,1981-1986,98.37,3,2
Northern Europe,1981-1986,318.0,3,2
Western Europe,1981-1986,91.68,3,4
Western Europe,1981-1986,1322.65,3,4
,1981-1986,858.62,3,5
Western Europe,1981-1986,179.17,3,4
Western Europe,1981-1986,309.03,3,4
Western Europe,1981-1986,23.85,3,4
Northern Europe,1981-1986,81.56,3,2
Western Europe,1981-1986,146.48,3,4
Western Europe,1981-1986,24.76,3,4
Western Europe,1981-1986,125.09,3,4
Western Europe,1981-1986,24.67,3,4
Southern Europe,1981-1986,278.35,3,1
Southern Europe,1981-1986,105.02,3,1
Western Europe,1981-1986,194.26,3,4
Southern Europe,1981-1986,128.72,3,1
Western Europe,1981-1986,146.65,3,4
Western Europe,1981-1986,385.91,3,4
Southern Europe,1981-1986,25.68,3,1
Southern Europe,1981-1986,351.0,3,1
Western Europe,1981-1986,124.03,3,4
Western Europe,1981-1986,259.6,3,4
Western Europe,1981-1986,288.35,3,4
Northern Europe,1981-1986,169.85,3,2
Northern Europe,1981-1986,22.4,3,2
Western Europe,1981-1986,371.02,3,4
Northern Europe,1981-1986,547.24,3,2
,1981-1986,257.27,3,5
,1981-1986,142.17,3,5
Southern Europe,1981-1986,166.82,3,1
Southern Europe,1981-1986,339.86,3,1
Southern Europe,1981-1986,33.93,3,1
Southern Europe,1981-1986,241.13,3,1
Western Europe,1981-1986,148.13,3,4
Southern Europe,1981-1986,232.39,3,1
Southern Europe,1981-1986,352.68,3,1
Western Europe,1981-1986,394.99,3,4
Southern Europe,1981-1986,155.27,3,1
Northern Europe,1981-1986,169.23,3,2
Southern Europe,1981-1986,452.97,3,1
Northern Europe,1981-1986,158.12,3,2
Southern Europe,1981-1986,431.57,3,1
Western Europe,1981-1986,289.72,3,4
Western Europe,1981-1986,920.35,3,4
Northern Europe,1981-1986,283.71,3,2
Northern Europe,1981-1986,128.81,3,2
Southern Europe,1981-1986,191.94,3,1
Northern Europe,1981-1986,29.93,3,2
Southern Europe,1981-1986,113.37,3,1
Western Europe,1981-1986,1126.03,3,4
Northern Europe,1981-1986,270.62,3,2
Western Europe,1981-1986,27.67,3,4
Western Europe,1981-1986,179.46,3,4
Southern Europe,1981-1986,244.08,3,1
Northern Europe,1981-1986,178.41,3,2
Northern Europe,1981-1986,121.71,3,2
Southern Europe,1981-1986,408.51,3,1
Southern Europe,1981-1986,408.51,3,1
Western Europe,1981-1986,93.89,3,4
Southern Europe,1981-1986,178.32,3,1
Western Europe,1981-1986,27.49,3,4
Southern Europe,1981-1986,160.66,3,1
Western Europe,1981-1986,157.19,3,4
Western Europe,1981-1986,190.69,3,4
Southern Europe,1981-1986,57.51,3,1
Southern Europe,1981-1986,195.9,3,1
Southern Europe,1981-1986,374.39,3,1
Southern Europe,1981-1986,27.96,3,1
Southern Europe,1981-1986,168.66,3,1
Northern Europe,1981-1986,164.17,3,2
Southern Europe,1981-1986,889.49,3,1
Southern Europe,1981-1986,178.16,3,1
Western Europe,1981-1986,256.97,3,4
,1981-1986,170.45,3,5
Northern Europe,1981-1986,148.38,3,2
Western Europe,1981-1986,172.74,3,4
Northern Europe,1981-1986,96.71,3,2
Southern Europe,1981-1986,308.63,3,1
Southern Europe,1981-1986,108.31,3,1
Southern Europe,1981-1986,215.72,3,1
Western Europe,1981-1986,184.48,3,4
Western Europe,1981-1986,175.92,3,4
Western Europe,1981-1986,1388.37,3,4
Southern Europe,1981-1986,218.97,3,1
Western Europe,1981-1986,88.53,3,4
Southern Europe,1981-1986,235.58,3,1
Northern Europe,1981-1986,201.03,3,2
Western Europe,1981-1986,201.36,3,4
Northern Europe,1981-1986,158.27,3,2
Southern Europe,1981-1986,34.61,3,1
Southern Europe,1981-1986,169.27,3,1
Western Europe,1981-1986,187.48,3,4
Western Europe,1981-1986,54.52,3,4
Southern Europe,1981-1986,172.52,3,1
Western Europe,1981-1986,285.4,3,4
Northern Europe,1981-1986,51.89,3,2
Western Europe,1981-1986,182.11,3,4
Southern Europe,1981-1986,441.04,3,1
Northern Europe,1981-1986,146.05,3,2
Northern Europe,1981-1986,222.2,3,2
Southern Europe,1981-1986,923.47,3,1
Western Europe,1981-1986,189.19,3,4
Northern Europe,1981-1986,165.96,3,2
Southern Europe,1981-1986,202.07,3,1
Western Europe,1981-1986,202.65,3,4
,1981-1986,50.07,3,5
Northern Europe,1981-1986,333.96,3,2
Northern Europe,1981-1986,150.74,3,2
Western Europe,1981-1986,328.54,3,4
Northern Europe,1981-1986,198.19,3,2
Western Europe,1981-1986,179.03,3,4
Western Europe,1981-1986,297.44,3,4
Southern Europe,1981-1986,168.67,3,1
Southern Europe,1981-1986,407.14,3,1
Southern Europe,1981-1986,183.05,3,1
Western Europe,1981-1986,269.48,3,4
Northern Europe,1981-1986,155.06,3,2
Northern Europe,1981-1986,280.03,3,2
Northern Europe,1981-1986,513.01,3,2
Southern Europe,1981-1986,217.29,3,1
Northern Europe,1981-1986,129.76,3,2
Western Europe,1981-1986,366.63,3,4
Northern Europe,1981-1986,123.79,3,2
Southern Europe,1981-1986,148.41,3,1
Southern Europe,1981-1986,186.57,3,1
Southern Europe,1981-1986,108.11,3,1
Southern Europe,1981-1986,242.76,3,1
Southern Europe,1981-1986,58.62,3,1
Southern Europe,1981-1986,407.34,3,1
Northern Europe,1981-1986,194.06,3,2
Western Europe,1981-1986,269.72,3,4
Western Europe,1981-1986,405.27,3,4
Western Europe,1981-1986,120.3,3,4
,1981-1986,258.24,3,5
Western Europe,1981-1986,401.85,3,4
Western Europe,1981-1986,181.29,3,4
Southern Europe,1981-1986,165.6,3,1
Southern Europe,1981-1986,354.43,3,1
,1981-1986,124.95,3,5
Southern Europe,1981-1986,120.04,3,1
Northern Europe,1981-1986,485.27,3,2
Western Europe,1981-1986,187.61,3,4
Western Europe,1981-1986,157.41,3,4
Southern Europe,1981-1986,255.34,3,1
,1981-1986,177.02,3,5
Southern Europe,1981-1986,151.83,3,1
Southern Europe,1981-1986,482.04,3,1
Southern Europe,1981-1986,117.15,3,1
Northern Europe,1981-1986,166.72,3,2
Western Europe,1981-1986,114.02,3,4
Southern Europe,1981-1986,215.2,3,1
Western Europe,1981-1986,138.15,3,4
Western Europe,1981-1986,212.86,3,4
,1981-1986,388.6,3,5
Southern Europe,1981-1986,217.28,3,1
Northern Europe,1981-1986,29.8,3,2
Western Europe,1981-1986,319.52,3,4
Western Europe,1981-1986,251.98,3,4
Western Europe,1981-1986,295.56,3,4
Southern Europe,1981-1986,265.12,3,1
,1981-1986,527.3,3,5
Southern Europe,1981-1986,239.69,3,1
,1981-1986,160.36,3,5
Southern Europe,1981-1986,126.35,3,1
Northern Europe,1981-1986,422.51,3,2
Western Europe,1981-1986,121.33,3,4
Western Europe,1981-1986,180.81,3,4
Western Europe,1981-1986,87.65,3,4
Northern Europe,1981-1986,130.37,3,2
Western Europe,1981-1986,184.39,3,4
Western Europe,1981-1986,280.0,3,4
Southern Europe,1981-1986,160.7,3,1
Southern Europe,1981-1986,189.15,3,1
Western Europe,1981-1986,173.79,3,4
Southern Europe,1981-1986,288.51,3,1
Western Europe,1981-1986,182.07,3,4
Southern Europe,1981-1986,248.33,3,1
Northern Europe,1981-1986,67.96,3,2
Southern Europe,1981-1986,77.8,3,1
Southern Europe,1981-1986,178.16,3,1
Western Europe,1981-1986,276.45,3,4
Western Europe,1981-1986,64.16,3,4
Western Europe,1981-1986,173.24,3,4
Western Europe,1981-1986,441.8,3,4
Western Europe,1981-1986,236.31,3,4
Southern Europe,1981-1986,86.1,3,1
Western Europe,1981-1986,115.12,3,4
,1981-1986,173.27,3,5
Western Europe,1981-1986,466.67,3,4
,1981-1986,250.08,3,5
Western Europe,1981-1986,202.55,3,4
Southern Europe,1981-1986,389.0,3,1
,1981-1986,84.14,3,5
Southern Europe,1981-1986,222.05,3,1
,1981-1986,239.49,3,5
Southern Europe,1981-1986,822.63,3,1
Northern Europe,1981-1986,144.55,3,2
Western Europe,1981-1986,242.52,3,4
,1981-1986,282.81,3,5
Western Europe,1981-1986,316.19,3,4
Northern Europe,1981-1986,211.66,3,2
Southern Europe,1981-1986,232.47,3,1
Southern Europe,1981-1986,254.63,3,1
Southern Europe,1981-1986,6.59,3,1
Southern Europe,1981-1986,229.33,3,1
Southern Europe,1981-1986,428.31,3,1
Northern Europe,1981-1986,273.45,3,2
Southern Europe,1981-1986,373.05,3,1
Western Europe,1981-1986,165.45,3,4
Western Europe,1981-1986,125.41,3,4
Western Europe,1981-1986,180.94,3,4
Western Europe,1981-1986,162.11,3,4
Northern Europe,1981-1986,109.51,3,2
Western Europe,1981-1986,29.32,3,4
Western Europe,1981-1986,3.61,3,4
Southern Europe,1981-1986,59.29,3,1
Western Europe,1981-1986,294.92,3,4
Southern Europe,1981-1986,188.21,3,1
Northern Europe,1981-1986,31.0,3,2
Northern Europe,1981-1986,286.68,3,2
Western Europe,1981-1986,8.72,3,4
Northern Europe,1981-1986,147.72,3,2
Southern Europe,1981-1986,189.91,3,1
Western Europe,1981-1986,108.48,3,4
,1981-1986,161.61,3,5
Southern Europe,1981-1986,789.3,3,1
Southern Europe,1981-1986,131.46,3,1
Western Europe,1981-1986,429.11,3,4
Southern Europe,1981-1986,370.56,3,1
Northern Europe,1981-1986,137.48,3,2
Western Europe,1981-1986,25.09,3,4
Northern Europe,1981-1986,167.3,3,2
Southern Europe,1981-1986,6.3,3,1
Southern Europe,1981-1986,608.38,3,1
Southern Europe,1981-1986,32.23,3,1
,1981-1986,294.06,3,5
Western Europe,1981-1986,134.06,3,4
Western Europe,1981-1986,181.02,3,4
Northern Europe,1981-1986,133.66,3,2
Southern Europe,1981-1986,7.5,3,1
Western Europe,1981-1986,137.01,3,4
Southern Europe,1981-1986,109.42,3,1
Western Europe,1981-1986,124.09,3,4
Western Europe,1981-1986,373.69,3,4
Northern Europe,1981-1986,5.35,3,2
Southern Europe,1981-1986,110.7,3,1
Southern Europe,1981-1986,69.71,3,1
Northern Europe,1981-1986,133.85,3,2
Northern Europe,1981-1986,21.92,3,2
Northern Europe,1981-1986,421.98,3,2
Southern Europe,1981-1986,191.64,3,1
Western Europe,1981-1986,429.94,3,4
Southern Europe,1981-1986,84.27,3,1
Southern Europe,1981-1986,115.47,3,1
Southern Europe,1981-1986,233.57,3,1
Southern Europe,1981-1986,153.74,3,1
Western Europe,1981-1986,7.12,3,4
Northern Europe,1981-1986,110.19,3,2
Western Europe,1981-1986,334.13,3,4
Southern Europe,1981-1986,34.89,3,1
Southern Europe,1981-1986,377.43,3,1
Southern Europe,1981-1986,366.62,3,1
,1981-1986,138.7,3,5
Western Europe,1981-1986,150.56,3,4
Southern Europe,1981-1986,49.09,3,1
,1981-1986,155.78,3,5
Northern Europe,1981-1986,22.44,3,2
Southern Europe,1981-1986,267.55,3,1
Western Europe,1981-1986,166.62,3,4
Northern Europe,1981-1986,441.52,3,2
Southern Europe,1981-1986,475.9,3,1
Northern Europe,1981-1986,22.46,3,2
Northern Europe,1981-1986,115.82,3,2
Western Europe,1981-1986,380.14,3,4
Southern Europe,1981-1986,146.42,3,1
Southern Europe,1981-1986,163.94,3,1
,1981-1986,30.83,3,5
Southern Europe,1981-1986,74.19,3,1
Western Europe,1981-1986,137.82,3,4
,1981-1986,112.87,3,5
Western Europe,1981-1986,26.69,3,4
Western Europe,1981-1986,137.84,3,4
Northern Europe,1981-1986,134.46,3,2
Southern Europe,1981-1986,34.87,3,1
Northern Europe,1981-1986,119.25,3,2
Western Europe,1981-1986,124.57,3,4
Western Europe,1981-1986,387.22,3,4
Southern Europe,1981-1986,24.91,3,1
Southern Europe,1981-1986,154.78,3,1
Southern Europe,1981-1986,165.07,3,1
Southern Europe,1981-1986,40.27,3,1
Western Europe,1981-1986,310.01,3,4
,1981-1986,151.61,3,5
Northern Europe,1981-1986,138.07,3,2
Southern Europe,1981-1986,130.83,3,1
Southern Europe,1981-1986,34.68,3,1
Southern Europe,1981-1986,195.31,3,1
Southern Europe,1981-1986,26.09,3,1
Western Europe,1981-1986,126.9,3,4
Western Europe,1981-1986,375.45,3,4
Western Europe,1981-1986,152.38,3,4
Southern Europe,1981-1986,367.88,3,1
Southern Europe,1981-1986,275.94,3,1
,1981-1986,339.46,3,5
Northern Europe,1981-1986,146.93,3,2
Western Europe,1981-1986,25.41,3,4
Northern Europe,1981-1986,352.21,3,2
Southern Europe,1981-1986,230.6,3,1
Western Europe,1981-1986,138.15,3,4
Southern Europe,1981-1986,85.74,3,1
Southern Europe,1981-1986,73.99,3,1
Western Europe,1981-1986,857.97,3,4
Western Europe,1981-1986,174.71,3,4
Southern Europe,1981-1986,378.3,3,1
Northern Europe,1981-1986,706.69,3,2
Western Europe,1981-1986,114.16,3,4
Northern Europe,1981-1986,56.45,3,2
Southern Europe,1981-1986,579.73,3,1
Western Europe,1981-1986,24.66,3,4
Northern Europe,1981-1986,146.97,3,2
Southern Europe,1981-1986,472.0,3,1
,1981-1986,208.26,3,5
,1981-1986,191.18,3,5
Western Europe,1981-1986,372.61,3,4
Northern Europe,1981-1986,911.58,3,2
Western Europe,1981-1986,28.48,3,4
Western Europe,1981-1986,44.06,3,4
Northern Europe,1981-1986,568.42,3,2
,1981-1986,197.84,3,5
Western Europe,1981-1986,414.71,3,4
Western Europe,1981-1986,174.19,3,4
Northern Europe,1981-1986,28.48,3,2
Northern Europe,1981-1986,81.69,3,2
Western Europe,1981-1986,217.01,3,4
Northern Europe,1981-1986,164.34,3,2
Southern Europe,1981-1986,115.96,3,1
Western Europe,1981-1986,108.71,3,4
Southern Europe,1981-1986,27.08,3,1
Northern Europe,1981-1986,74.35,3,2
Southern Europe,1981-1986,97.71,3,1
Southern Europe,1981-1986,222.78,3,1
Western Europe,1981-1986,216.36,3,4
,1981-1986,122.04,3,5
Southern Europe,1981-1986,64.47,3,1
Southern Europe,1981-1986,384.63,3,1
Northern Europe,1981-1986,63.86,3,2
Southern Europe,1981-1986,178.54,3,1
Western Europe,1981-1986,1131.15,3,4
Northern Europe,1981-1986,81.75,3,2
Southern Europe,1981-1986,124.1,3,1
Western Europe,1981-1986,225.45,3,4
Northern Europe,1981-1986,202.25,3,2
Southern Europe,1981-1986,384.63,3,1
Southern Europe,1981-1986,40.38,3,1
Southern Europe,1981-1986,93.45,3,1
Northern Europe,1981-1986,149.87,3,2
Western Europe,1981-1986,180.15,3,4
Southern Europe,1981-1986,296.28,3,1
Western Europe,1981-1986,189.44,3,4
Western Europe,1981-1986,186.89,3,4
Western Europe,1981-1986,28.4,3,4
,1981-1986,108.71,3,5
Southern Europe,1981-1986,107.55,3,1
Northern Europe,1981-1986,151.34,3,2
Southern Europe,1981-1986,52.99,3,1
Southern Europe,1981-1986,269.12,3,1
Western Europe,1981-1986,846.73,3,4
,1981-1986,4.37,3,5
Northern Europe,1981-1986,95.21,3,2
Southern Europe,1981-1986,981.54,3,1
Northern Europe,1981-1986,100.31,3,2
,1981-1986,128.29,3,5
Western Europe,1981-1986,352.44,3,4
Northern Europe,1981-1986,5.28,3,2
Western Europe,1981-1986,150.87,3,4
Western Europe,1981-1986,555.87,3,4
Northern Europe,1981-1986,321.05,3,2
Western Europe,1981-1986,159.62,3,4
Western Europe,1981-1986,128.57,3,4
Western Europe,1981-1986,26.44,3,4
Northern Europe,1981-1986,314.91,3,2
Western Europe,1981-1986,4.84,3,4
,1981-1986,844.68,3,5
Northern Europe,1981-1986,155.75,3,2
,1981-1986,28.63,3,5
Western Europe,1981-1986,168.84,3,4
Southern Europe,1981-1986,972.2,3,1
Western Europe,1981-1986,160.47,3,4
Southern Europe,1981-1986,379.64,3,1
Southern Europe,1981-1986,292.22,3,1
Southern Europe,1981-1986,122.71,3,1
Northern Europe,1981-1986,326.11,3,2
Western Europe,1981-1986,230.16,3,4
Western Europe,1981-1986,150.83,3,4
Northern Europe,1981-1986,149.96,3,2
Western Europe,1981-1986,105.39,3,4
Western Europe,1981-1986,90.64,3,4
Western Europe,1981-1986,162.68,3,4
Western Europe,1981-1986,371.21,3,4
Southern Europe,1981-1986,34.94,3,1
Southern Europe,1981-1986,423.4,3,1
Southern Europe,1981-1986,205.47,3,1
Northern Europe,1981-1986,148.27,3,2
,1981-1986,185.76,3,5
Western Europe,1981-1986,26.76,3,4
Western Europe,1981-1986,109.01,3,4
,1981-1986,343.62,3,5
Southern Europe,1981-1986,625.82,3,1
Western Europe,1981-1986,6.07,3,4
Southern Europe,1981-1986,387.36,3,1
Southern Europe,1981-1986,336.89,3,1
Southern Europe,1981-1986,341.1,3,1
Southern Europe,1981-1986,196.23,3,1
Western Europe,1981-1986,88.34,3,4
Western Europe,1981-1986,324.76,3,4
Western Europe,1981-1986,95.74,3,4
Northern Europe,1981-1986,22.94,3,2
Southern Europe,1981-1986,963.8,3,1
Northern Europe,1981-1986,117.3,3,2
Southern Europe,1981-1986,6.97,3,1
Western Europe,1981-1986,155.4,3,4
Northern Europe,1981-1986,98.73,3,2
Western Europe,1981-1986,121.38,3,4
Northern Europe,1981-1986,321.33,3,2
Southern Europe,1981-1986,246.22,3,1
Southern Europe,1981-1986,190.36,3,1
Western Europe,1981-1986,133.5,3,4
Northern Europe,1986-1991,143.95,4,2
Northern Europe,1986-1991,154.25,4,2
Northern Europe,1986-1991,165.48,4,2
Western Europe,1986-1991,141.92,4,4
Western Europe,1986-1991,158.14,4,4
Southern Europe,1986-1991,110.5,4,1
Southern Europe,1986-1991,99.87,4,1
Southern Europe,1986-1991,119.41,4,1
Western Europe,1986-1991,71.64,4,4
Western Europe,1986-1991,326.8,4,4
Southern Europe,1986-1991,162.21,4,1
,1986-1991,182.5,4,5
Northern Europe,1986-1991,509.13,4,2
Northern Europe,1986-1991,90.73,4,2
Southern Europe,1986-1991,308.85,4,1
Western Europe,1986-1991,83.7,4,4
Southern Europe,1986-1991,105.43,4,1
Western Europe,1986-1991,118.89,4,4
Southern Europe,1986-1991,88.91,4,1
Western Europe,1986-1991,374.51,4,4
Southern Europe,1986-1991,100.97,4,1
,1986-1991,119.1,4,5
Southern Europe,1986-1991,117.01,4,1
Western Europe,1986-1991,136.21,4,4
Southern Europe,1986-1991,270.81,4,1
Southern Europe,1986-1991,183.07,4,1
Southern Europe,1986-1991,322.37,4,1
Southern Europe,1986-1991,55.1,4,1
Western Europe,1986-1991,149.53,4,4
Southern Europe,1986-1991,238.51,4,1
Southern Europe,1986-1991,147.72,4,1
Southern Europe,1986-1991,111.02,4,1
Southern Europe,1986-1991,354.41,4,1
Western Europe,1986-1991,193.93,4,4
Western Europe,1986-1991,154.88,4,4
Southern Europe,1986-1991,63.08,4,1
Northern Europe,1986-1991,207.22,4,2
Southern Europe,1986-1991,273.82,4,1
Western Europe,1986-1991,196.96,4,4
Southern Europe,1986-1991,417.47,4,1
Southern Europe,1986-1991,195.55,4,1
,1986-1991,178.22,4,5
,1986-1991,202.21,4,5
Western Europe,1986-1991,83.23,4,4
,1986-1991,128.52,4,5
Northern Europe,1986-1991,95.47,4,2
Northern Europe,1986-1991,68.99,4,2
Southern Europe,1986-1991,120.28,4,1
Southern Europe,1986-1991,77.24,4,1
Southern Europe,1986-1991,103.73,4,1
Western Europe,1986-1991,127.17,4,4
Southern Europe,1986-1991,163.57,4,1
Northern Europe,1986-1991,186.91,4,2
Northern Europe,1986-1991,143.32,4,2
Southern Europe,1986-1991,64.05,4,1
Western Europe,1986-1991,596.18,4,4
Southern Europe,1986-1991,394.06,4,1
Western Europe,1986-1991,192.81,4,4
Western Europe,1986-1991,83.15,4,4
Western Europe,1986-1991,160.48,4,4
Northern Europe,1986-1991,126.64,4,2
Western Europe,1986-1991,122.76,4,4
Western Europe,1986-1991,455.66,4,4
Northern Europe,1986-1991,6.06,4,2
Western Europe,1986-1991,27.95,4,4
Southern Europe,1986-1991,559.6,4,1
Western Europe,1986-1991,111.64,4,4
,1986-1991,29.69,4,5
Western Europe,1986-1991,7.43,4,4
Southern Europe,1986-1991,30.7,4,1
Southern Europe,1986-1991,192.94,4,1
Western Europe,1986-1991,4.53,4,4
Northern Europe,1986-1991,21.57,4,2
Southern Europe,1986-1991,8.11,4,1
Southern Europe,1986-1991,34.79,4,1
Northern Europe,1986-1991,22.63,4,2
Western Europe,1986-1991,28.65,4,4
Western Europe,1986-1991,126.54,4,4
Northern Europe,1986-1991,28.92,4,2
Northern Europe,1986-1991,5.48,4,2
Southern Europe,1986-1991,25.42,4,1
Southern Europe,1986-1991,25.32,4,1
Western Europe,1986-1991,330.49,4,4
Western Europe,1986-1991,5.45,4,4
Western Europe,1986-1991,278.8,4,4
Western Europe,1986-1991,26.64,4,4
,1986-1991,167.08,4,5
Southern Europe,1986-1991,7.15,4,1
,1986-1991,155.09,4,5
,1986-1991,179.08,4,5
Northern Europe,1986-1991,22.04,4,2
Southern Europe,1986-1991,53.58,4,1
Northern Europe,1986-1991,138.65,4,2
Southern Europe,1986-1991,148.11,4,1
Southern Europe,1986-1991,46.89,4,1
Northern Europe,1986-1991,114.9,4,2
Western Europe,1986-1991,28.37,4,4
